USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
1697,4/27/2021 11:44:20,35-44,Health care,Senior Research Associate II,87000,8000,USD,USA,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman
1775,4/27/2021 11:44:21,35-44,Education (Higher Education),Head librarian,68500,0,USD,USA,California,San Francisco,5-7 years,5-7 years,Master's degree,Man
10355,4/27/2021 11:44:23,35-44,Education (Higher Education),Assistant Professor,140000,0,USD,USA,Maryland,Annapolis,11 - 20 years,8 - 10 years,PhD,Woman
4915,4/27/2021 11:44:24,25-34,Nonprofits,Claims Processor 2,46698,6200,USD,US,Minnesota,Minneapolis suburbs,8 - 10 years,5-7 years,College degree,Woman
3040,4/27/2021 11:44:24,35-44,Librarian,"Digital Initiatives Archivist, Senior",66703,0,USD,United States,Florida,Ft. Lauderdale,11 - 20 years,11 - 20 years,Master's degree,Woman
1146,4/27/2021 11:44:26,35-44,Social Work,Care manager,47000,200,USD,USA,Pennsylvania,Philadelphia ,11 - 20 years,8 - 10 years,Master's degree,Woman
5580,4/27/2021 11:44:27,25-34,Nonprofits,Operations Manager,40000,0,USD,USA,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman
7519,4/27/2021 11:44:29,35-44,Insurance,Underwriting supervisor,80000,10000,USD,United States,Oklahoma,Tulsa,11 - 20 years,11 - 20 years,Master's degree,Man
7019,4/27/2021 11:44:29,35-44,Entertainment,Editor,43000,1000,USD,United States,Maine,Portland,11 - 20 years,5-7 years,College degree,Woman
3694,4/27/2021 11:44:34,45-54,Utilities & Telecommunications,Principal Business Manager ,122577,15339,USD,USA,Missouri,St Louis,11 - 20 years,11 - 20 years,College degree,Woman
3534,4/27/2021 11:44:35,under 18,Education (Primary/Secondary),Teacher,45000,1200,USD,USA,South Carolina,Greenville,21 - 30 years,2 - 4 years,Master's degree,Woman
13147,4/27/2021 11:44:36,25-34,Recruitment or HR,HR Business Partner,125000,0,USD,United States of America,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman
1641,4/27/2021 11:44:40,25-34,Computing or Tech,Senior Software Engineer,72000,6000,USD,United States,Michigan,Lansing,5-7 years,5-7 years,College degree,Woman
8600,4/27/2021 11:44:41,25-34,Law,Senior Assistant Attorney General,76000,0,USD,USA,Ohio,Columbus,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman
5408,4/27/2021 11:44:43,35-44,Law,Production Specialist,49005,10000,USD,US,Tennessee,Nashville,11 - 20 years,8 - 10 years,College degree,Woman
5183,4/27/2021 11:44:54,25-34,Nonprofits,Special Events Manager ,48068,500,Other,USA,Maine,Portland,8 - 10 years,8 - 10 years,College degree,Woman
4055,4/27/2021 11:45:05,25-34,Computing or Tech,Data Scientist,87000,5000,USD,United States,Utah,Salt Lake City,2 - 4 years,2 - 4 years,Master's degree,Woman
5985,4/27/2021 11:45:05,25-34,Hospitality & Events,Marketing Specialist,40040,250,USD,United States,Iowa,Cedar Rapids,5-7 years,5-7 years,College degree,Woman
9504,4/27/2021 11:45:10,35-44,Law,Law Librarian,95000,3000,USD,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman
5203,4/27/2021 11:45:10,35-44,Health care,Sr. HR Business Partner,101000,1500,USD,US,Oregon,Medford ,11 - 20 years,11 - 20 years,Master's degree,Woman
10072,4/27/2021 11:45:10,25-34,Public Libraries,Electronic Resources/Emerging Technologies Librarian,54511,0,USD,US,South Carolina,prefer not to answer,5-7 years,2 - 4 years,Master's degree,Woman
11885,4/27/2021 11:45:12,45-54,Computing or Tech,Marketing and Sales,62400,0,USD,United States,Connecticut,Remote,11 - 20 years,11 - 20 years,High School,Woman
2745,4/27/2021 11:45:15,45-54,Public Libraries,Systemwide Products Director,98500,0,USD,U.S.,Oklahoma,Tulsa,21 - 30 years,21 - 30 years,Master's degree,Woman
11120,4/27/2021 11:45:15,25-34,Law,Legal assistant ,50000,1000,USD,USA,Pennsylvania,Philadelphia,5-7 years,2 - 4 years,Master's degree,Woman
10366,4/27/2021 11:45:17,25-34,Research,Scientist,84000,8400,USD,USA,Colorado,Denver,2 - 4 years,2 - 4 years,PhD,Woman
2768,4/27/2021 11:45:21,25-34,Education (Primary/Secondary),Tutoring Center Manager,55000,10000,USD,United States of America,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman
3749,4/27/2021 11:45:27,35-44,Nonprofits,Operations Manager,47000,0,USD,USA,Maryland,Silver Spring,8 - 10 years,5-7 years,Master's degree,Woman
12004,4/27/2021 11:45:28,25-34,"Marketing, Advertising & PR",Senior Public Relations & Public Affairs Specialist and Account Manager,61000,0,USD,United States ,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman
5701,4/27/2021 11:45:28,25-34,Nonprofits,Project Coordinator,63000,0,USD,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman
9710,4/27/2021 11:45:30,25-34,Government and Public Administration,Program Coordinator,72467,0,USD,US,Massachusetts,Wakefield,11 - 20 years,8 - 10 years,College degree,Woman
11436,4/27/2021 11:45:31,25-34,Government and Public Administration,Analyst ,81000,0,USD,United states,California,Oakland ,5-7 years,2 - 4 years,Master's degree,Woman
4104,4/27/2021 11:45:31,25-34,"Accounting, Banking & Finance",Client Service Manager,66000,2000,USD,United States,Illinois,Schaumburg ,8 - 10 years,5-7 years,College degree,Woman
8004,4/27/2021 11:45:31,25-34,Media & Digital,Production Manager,60000,6000,USD,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman
5923,4/27/2021 11:45:32,25-34,Art & Design,Intermediate Architectural Designer,70000,5000,USD,USA,California,Los Angeles,2 - 4 years,2 - 4 years,Master's degree,Woman
4821,4/27/2021 11:45:36,25-34,Business or Consulting,Consultant,71000,6000,USD,USA,Ohio,Cincinnati,8 - 10 years,8 - 10 years,Master's degree,Woman
13160,4/27/2021 11:45:36,55-64,"Accounting, Banking & Finance",Retail bank teller,45654,2000,USD,United States,Arizona,Scottsdale ,31 - 40 years,31 - 40 years,College degree,Woman
12158,4/27/2021 11:45:39,35-44,Education (Primary/Secondary),Teacher,101441,17752,USD,US,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman
3379,4/27/2021 11:45:39,35-44,Health care,Physical Therapist,112000,0,USD,United States,California,Oxnard,8 - 10 years,8 - 10 years,Master's degree,Woman
7828,4/27/2021 11:45:43,35-44,Education (Higher Education),Associate Professor,150000,0,USD,United States of America,Maryland,Annapolis,8 - 10 years,5-7 years,PhD,Woman
8720,4/27/2021 11:45:46,35-44,Nonprofits,Program Manager,55000,0,USD,USA,Virginia,"Chantilly, VA",11 - 20 years,11 - 20 years,Some college,Woman
11612,4/27/2021 11:45:47,35-44,Transport or Logistics,Department Supervisor,64000,0,USD,United States,Tennessee,Greater Nashville Area,11 - 20 years,11 - 20 years,Master's degree,Woman
405,4/27/2021 11:45:49,25-34,Nonprofits,"Senior Administrator, International Programs",72000,6000,USD,USA,Virginia,Alexandria,8 - 10 years,5-7 years,College degree,Woman
7416,4/27/2021 11:45:50,25-34,Engineering or Manufacturing,Mechanical Engineer II,77000,0,USD,United States,New Mexico,Albuquerqur,5-7 years,5-7 years,Master's degree,Woman
8952,4/27/2021 11:45:51,25-34,"Accounting, Banking & Finance",Supervisor,60000,2000,USD,United States,Florida,Bonita Springs,11 - 20 years,5-7 years,College degree,Woman
11527,4/27/2021 11:45:54,25-34,Nonprofits,Human Resources Director,70000,0,USD,United States of America,Minnesota,Minneapolis,11 - 20 years,5-7 years,College degree,Woman
6468,4/27/2021 11:45:55,35-44,Engineering or Manufacturing,Associate Principal Scientist Lead,140000,20000,USD,USA,New Hampshire,This identifies my employer,11 - 20 years,11 - 20 years,Master's degree,Woman
5357,4/27/2021 11:45:56,25-34,Recruitment or HR,Payroll & Benefits Specialist,66189,8000,USD,USA,Michigan,Grand Rapids,8 - 10 years,5-7 years,College degree,Woman
8036,4/27/2021 11:45:58,25-34,Education (Higher Education),Assistant Professor,60000,3000,USD,United States,Maryland,Baltimore County,5-7 years,5-7 years,PhD,Woman
7763,4/27/2021 11:46:00,25-34,Media & Digital,Data Analyst,100000,0,USD,United States,New York,NYC,5-7 years,2 - 4 years,Master's degree,Woman
13330,4/27/2021 11:46:07,55-64,"Accounting, Banking & Finance",Tax Manager,90000,0,USD,USA,Colorado,Louisville,5-7 years,8 - 10 years,College degree,Woman
11084,4/27/2021 11:46:11,25-34,"Marketing, Advertising & PR",Account Executive/Office Manager,53000,0,USD,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman
4315,4/27/2021 11:46:14,25-34,"Accounting, Banking & Finance",CPA,50000,13000,USD,USA,Michigan,Holland,5-7 years,5-7 years,College degree,Woman
10474,4/27/2021 11:46:14,18-24,Nonprofits,Grants Manager,46000,0,USD,United Sates,Wisconsin,Milwaukee,2 - 4 years,1 year or less,College degree,Woman
5861,4/27/2021 11:46:19,35-44,Property or Construction,Fire Alarm Designer,80000,4000,USD,USA,California,Santa Rosa,11 - 20 years,11 - 20 years,College degree,Man
2302,4/27/2021 11:46:20,25-34,Computing or Tech,Technical Writer,75000,4000,USD,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Woman
828,4/27/2021 11:46:24,35-44,Business or Consulting,Project Manager,96000,0,USD,USA,Colorado,Durango,11 - 20 years,11 - 20 years,College degree,Woman
6628,4/27/2021 11:46:30,25-34,Computing or Tech,Software Engineer,99000,15000,USD,USA,North Carolina,Raleigh,8 - 10 years,8 - 10 years,College degree,Woman
10269,4/27/2021 11:46:31,35-44,Law,Deputy Counsel,113000,0,USD,United States,California,Sacramento,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman
979,4/27/2021 11:46:37,45-54,Education (Higher Education),Director,58000,0,USD,USA,Virginia,Decline to mention,11 - 20 years,5-7 years,PhD,Woman
11144,4/27/2021 11:46:38,35-44,Nonprofits,Associate Director of Annual Giving,69000,0,USD,USA,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman
10047,4/27/2021 11:46:59,35-44,Computing or Tech,Senior BI Analyst,95000,4000,USD,United States,Missouri,St. Louis,11 - 20 years,11 - 20 years,Master's degree,Woman
779,4/27/2021 11:47:00,35-44,Education (Higher Education),Staff Associate - Transfer Services,60000,0,USD,United States,Massachusetts,"Salem, MA",11 - 20 years,11 - 20 years,College degree,Woman
11731,4/27/2021 11:47:00,35-44,"Accounting, Banking & Finance",Revenue Agent,116715,0,USD,USA,Iowa,Des Moines,11 - 20 years,11 - 20 years,College degree,Woman
9488,4/27/2021 11:47:03,45-54,Education (Higher Education),administrative assistant II,50003,0,USD,USA,Massachusetts,Boston,21 - 30 years,8 - 10 years,Master's degree,Woman
12789,4/27/2021 11:47:03,35-44,Engineering or Manufacturing,Area Lead Process Engineer,120000,12000,USD,United States,Mississippi,"Pascagoula, MS",11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
1342,4/27/2021 11:47:09,18-24,Business or Consulting,Research Analyst,53000,2000,USD,United States,Maryland,Bethesda,2 - 4 years,2 - 4 years,College degree,Woman
894,4/27/2021 11:47:11,35-44,Health care,Credentialing Specialist,43680,3600,USD,United States,Louisiana,Lafayette,5-7 years,5-7 years,Some college,Woman
6290,4/27/2021 11:47:13,25-34,Property or Construction,Architectural Designer,64272,6500,USD,USA,California,San Francisco,5-7 years,2 - 4 years,Master's degree,Woman
11060,4/27/2021 11:47:16,35-44,Government and Public Administration,Environmental Scientist,74000,5000,USD,United States,District of Columbia,Washington,8 - 10 years,2 - 4 years,Master's degree,Woman
3393,4/27/2021 11:47:22,45-54,Nonprofits,Vice President,79000,0,USD,USA,California,Costa Mesa,11 - 20 years,11 - 20 years,PhD,Woman
2439,4/27/2021 11:47:29,35-44,Business or Consulting,Senior Manager ,148000,5000,USD,United States,Virginia,Arlington ,11 - 20 years,5-7 years,Master's degree,Woman
12148,4/27/2021 11:47:29,25-34,Recruitment or HR,Contract Negotiator,90762,1250,USD,USA,New Jersey,Parsippany,8 - 10 years,8 - 10 years,College degree,Woman
11993,4/27/2021 11:47:29,35-44,Art & Design,Managing Director,90000,25000,USD,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman
8781,4/27/2021 11:47:33,55-64,Engineering or Manufacturing,Director of HR,149865,22480,USD,United States,Massachusetts,Boston,31 - 40 years,31 - 40 years,Master's degree,Woman
2783,4/27/2021 11:47:34,25-34,Education (Primary/Secondary),Teacher,51000,600,USD,USA,Arkansas,Bentonville,2 - 4 years,2 - 4 years,Master's degree,Woman
6736,4/27/2021 11:47:35,55-64,Health care,Desktop Support,54000,0,USD,United States,Illinois,Quincy,31 - 40 years,31 - 40 years,Some college,Man
10453,4/27/2021 11:47:42,25-34,Aerospace and Defense,Customs Services Lead,98000,12000,USD,USA,Arizona,Tucson,11 - 20 years,8 - 10 years,College degree,Woman
8257,4/27/2021 11:47:47,35-44,Health care,Director of Business Intelligence,132000,0,USD,United States,Oregon,Portland,11 - 20 years,11 - 20 years,Some college,Woman
1838,4/27/2021 11:47:47,25-34,Engineering or Manufacturing,Development Engineer,92000,0,USD,USA,Massachusetts,Andover,2 - 4 years,2 - 4 years,College degree,Woman
4289,4/27/2021 11:47:51,25-34,"Marketing, Advertising & PR",Associate Product Manager,63000,4725,USD,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman
5845,4/27/2021 11:47:51,25-34,Education (Higher Education),Support Manager,43000,2000,USD,USA,New York,Rochester,11 - 20 years,5-7 years,Master's degree,Woman
6073,4/27/2021 11:47:53,35-44,Nonprofits,Senior Associate,95000,0,USD,USA,District of Columbia,Washington,11 - 20 years,8 - 10 years,PhD,Woman
959,4/27/2021 11:47:56,25-34,"Marketing, Advertising & PR","Manager, Medical Writing",105000,11000,USD,USA,Pennsylvania,currently remote,8 - 10 years,8 - 10 years,Master's degree,Woman
6170,4/27/2021 11:48:00,25-34,Environmental/Cultural Resource Management,Archaeologist,48500,5000,USD,United States ,Illinois,Chicago Area,5-7 years,5-7 years,Master's degree,Woman
11435,4/27/2021 11:48:01,25-34,Education (Primary/Secondary),Teacher,45000,4000,USD,United States,Kansas,Western KS,5-7 years,5-7 years,Master's degree,Woman
3486,4/27/2021 11:48:01,25-34,"Accounting, Banking & Finance",Tax Senior II,70000,5000,USD,USA,Texas,Houston,5-7 years,5-7 years,College degree,Woman
1488,4/27/2021 11:48:01,45-54,"Marketing, Advertising & PR",Senior Data Scientist,135400,3000,USD,United States,New York,Brewster,11 - 20 years,11 - 20 years,PhD,Woman
2118,4/27/2021 11:48:02,25-34,Health care,Program Manager,115000,0,USD,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman
1760,4/27/2021 11:48:03,35-44,Engineering or Manufacturing,PD Project Management Specialist,95000,6000,USD,U.S.,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree,Woman
2357,4/27/2021 11:48:05,25-34,"Marketing, Advertising & PR",Marketing Manager,62000,3000,USD,United States,Mississippi,Starkville,2 - 4 years,2 - 4 years,College degree,Woman
3683,4/27/2021 11:48:11,35-44,"Accounting, Banking & Finance",External communications specialist,75000,8000,USD,United States,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Woman
7153,4/27/2021 11:48:11,35-44,Government and Public Administration,economist,103600,2500,USD,USA,District of Columbia,Washington,11 - 20 years,2 - 4 years,Master's degree,Woman
4235,4/27/2021 11:48:12,25-34,"Marketing, Advertising & PR",Marketing advisor,69000,7000,USD,United States,California,Lake Tahoe,5-7 years,2 - 4 years,College degree,Woman
9581,4/27/2021 11:48:12,45-54,Education (Higher Education),Grants Accountant Sr.,62000,0,USD,US,West Virginia,Morgantown,21 - 30 years,8 - 10 years,Master's degree,Woman
5559,4/27/2021 11:48:13,35-44,Engineering or Manufacturing,Sourcing Manager,85200,10775,USD,US,Wisconsin,Milwaukee ,21 - 30 years,11 - 20 years,College degree,Woman
238,4/27/2021 11:48:19,25-34,Academia--cell and molecular biology,post doctoral fellow,48000,0,USD,USA,Texas,Austin,5-7 years,5-7 years,PhD,Woman
729,4/27/2021 11:48:21,35-44,Health care,Senior Data Analyst,96000,5000,USD,U.S.,Utah,South Jordan,11 - 20 years,2 - 4 years,Master's degree,Woman
7824,4/27/2021 11:48:24,35-44,"Accounting, Banking & Finance",Associate General Counsel,96000,5000,USD,United States,Maine,Kennebunk,8 - 10 years,8 - 10 years,PhD,Woman
13066,4/27/2021 11:48:33,35-44,Insurance,Data Governance ,130000,20000,USD,United States,Kentucky,Louisville ,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
34,4/27/2021 11:48:33,25-34,Computing or Tech,Product Manager ,120000,0,USD,USA,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,Master's degree,Woman
63,4/27/2021 11:48:34,35-44,Business or Consulting,Sr. Consultant,77000,4000,USD,United States,New York,New York,11 - 20 years,8 - 10 years,College degree,Woman
12982,4/27/2021 11:48:34,25-34,Computing or Tech,Diversity equity and inclusion associate ,67000,3000,USD,United States,Virginia,Richmond,5-7 years,2 - 4 years,Master's degree,Woman
9225,4/27/2021 11:48:40,55-64,Education (Higher Education),"Coordinator, Academic Advising",38000,0,USD,US,Pennsylvania,Pittsburgh,31 - 40 years,31 - 40 years,Master's degree,Woman
1474,4/27/2021 11:48:43,35-44,"Accounting, Banking & Finance",Vice President of Employee Services,149160,5000,USD,United States,Minnesota,Rochester,21 - 30 years,11 - 20 years,College degree,Woman
11657,4/27/2021 11:48:45,55-64,Education (Higher Education),Associate Dean,118000,10000,USD,USA,New York,Buffalo,31 - 40 years,31 - 40 years,PhD,Woman
10119,4/27/2021 11:48:48,25-34,Education (Higher Education),Research Associate,69000,0,USD,USA,Colorado,Golden,5-7 years,1 year or less,PhD,Woman
11810,4/27/2021 11:48:49,35-44,Education (Higher Education),Instructor,47000,4000,USD,United States,Oklahoma,Miami,21 - 30 years,11 - 20 years,Master's degree,Woman
